Capability,Tool,Status,Integrated,Working
General,eslintconfig,Partial,Yes,No
General,evaluator,Partial,Yes,No
General,events,Partial,Yes,No
General,events_1,Partial,Yes,No
General,EVIDENCE,Partial,Yes,No
General,evidence-graph,Partial,Yes,No
General,evidence-normalizers,Partial,Yes,No
General,EvidenceCommand,Partial,Yes,No
General,example-blackbox-config,Partial,Yes,No
General,example-config,Partial,Yes,No
General,example-config_1,Partial,Yes,No
General,example-detection-rule,Partial,Yes,No
General,example-engagement-plan,Partial,Yes,No
General,example-nmap-analysis,Partial,Yes,No
Port Scanning,example-report-excerpt,Partial,Yes,No
General,example_sqlmap,Partial,Yes,No
General,example_sqlmap_1,Partial,Yes,No
General,execute-python-script,Partial,Yes,No
General,execution,Partial,Yes,No
General,execution-log,Partial,Yes,No
General,execution-runner,Partial,Yes,No
General,execution_view,Partial,Yes,No
General,executor,Partial,Yes,No
General,executor_2,Partial,Yes,No
General,executor_helpers,Partial,Yes,No
General,exif_metadata,Partial,Yes,No
General,explanation_engine,Partial,Yes,No
AI,exploit-chainer,Metadata Only,No,No
General,exploit-guide,Metadata Only,No,No
General,exploit-ssrf,Metadata Only,No,No
General,exploit-ssrf_2,Metadata Only,No,No
Port Scanning,exporter,Partial,Yes,No
General,exposure_classifier,Partial,Yes,No
General,exposure_prioritizer,Partial,Yes,No
General,express-scaffold,Partial,Yes,No
General,external-recon,Partial,Yes,No
General,external_manager,Partial,Yes,No
General,external_manager_test,Partial,Yes,No
General,external_mcp,Partial,Yes,No
General,external_mcp_test,Partial,Yes,No
General,extractor,Partial,Yes,No
General,extract_cookie,Partial,Yes,No
General,eyewitness,Partial,Yes,No
General,facebook,Partial,Yes,No
General,falco,Partial,Yes,No
General,false_positive_filter,Partial,Yes,No
General,fastapi-scaffold,Partial,Yes,No
General,feature,Partial,Yes,No
General,feature-collector,Partial,Yes,No
General,feature_2,Partial,Yes,No
General,feature_request,Partial,Yes,No
General,feature_request_3,Partial,Yes,No
General,feroxbuster,Partial,Yes,No
General,ffuf,Partial,Yes,No
General,ffuf_2,Partial,Yes,No
General,ffuf_tool,Partial,Yes,No
General,fierce,Partial,Yes,No
General,fierce_tool,Partial,Yes,No
General,file,Partial,Yes,No
General,file-io,Partial,Yes,No
General,file-operations,Partial,Yes,No
General,files,Partial,Yes,No
General,file_upload_validation,Partial,Yes,No
General,filter,Partial,Yes,No
General,filternet-bayes,Partial,Yes,No
General,find,Partial,Yes,No
General,findings,Metadata Only,No,No
General,findings_1,Partial,Yes,No
General,findings_db,Partial,Yes,No
AI,findomain,Partial,Yes,No
DNS / Subdomain Enumeration,findsubdomains,Partial,Yes,No
General,fingerprinting,Complete,Yes,Yes
General,fingerprints,Partial,Yes,No
General,fingerprint_correlator,Partial,Yes,No
General,fofa,Partial,Yes,No
General,fofa_2,Partial,Yes,No
General,fofa_search,Partial,Yes,No
General,forced_error,Partial,Yes,No
General,forensics-analyst,Partial,Yes,No
General,fork-philosophy,Partial,Yes,No
General,formatting,Partial,Yes,No
General,fping_tool,Partial,Yes,No
General,fqdn,Partial,Yes,No
General,fqdn_endpoint,Partial,Yes,No
General,fqdn_lookup,Partial,Yes,No
General,frontend-i18n,Partial,Yes,No
General,frontmatter,Partial,Yes,No
General,fullhunt,Partial,Yes,No
General,full_v0,Partial,Yes,No
General,full_v1,Partial,Yes,No
General,full_v2,Partial,Yes,No
General,functional,Partial,Yes,No
General,FUNDING_1,Partial,Yes,No
General,fuzzy,Partial,Yes,No
General,fuzz_wordlist,Partial,Yes,No
General,gau,Partial,Yes,No
General,gau_2,Partial,Yes,No
General,gemini,Partial,Yes,No
General,gemini_api,Partial,Yes,No
General,generate-totp,Partial,Yes,No
General,generator,Partial,Yes,No
General,generatorcpython-313,Partial,Yes,No
General,get-arch,Partial,Yes,No
General,getting-started,Partial,Yes,No
General,gexf,Partial,Yes,No
General,gexf_test,Partial,Yes,No
General,ghost-traffic,Partial,Yes,No
General,ghost-traffictest,Partial,Yes,No
General,git-manager,Partial,Yes,No
General,gitbook,Partial,Yes,No
General,github,Partial,Yes,No
DNS / Subdomain Enumeration,github_subdomains,Partial,Yes,No
General,gitlab,Partial,Yes,No
General,gleif,Partial,Yes,No
General,gleif_1,Partial,Yes,No
General,glob,Partial,Yes,No
General,global,Partial,Yes,No
General,gobuster,Partial,Yes,No
General,gobuster_2,Partial,Yes,No
General,gobuster_tool,Partial,Yes,No
General,goreleaser,Partial,Yes,No
General,goreleaser_1,Partial,Yes,No
General,gospider,Partial,Yes,No
General,gosum,Partial,Yes,No
General,go_1,Partial,Yes,No
General,go_4,Partial,Yes,No
General,gpt4all_api,Partial,Yes,No
General,graph,Partial,Yes,No
General,graphdb,Partial,Yes,No
General,graphdb_test,Partial,Yes,No
General,graphql,Partial,Yes,No
Port Scanning,graphql-scanner,Partial,Yes,No
General,graphql_introspection,Partial,Yes,No
Port Scanning,graphql_scan,Partial,Yes,No
General,graphql_tool,Partial,Yes,No
General,grepapp,Partial,Yes,No
General,ground-truth-agent,Partial,Yes,No
General,ground-truth-validator,Partial,Yes,No
General,group,Partial,Yes,No
General,guided,Partial,Yes,No
General,guided_recon,Partial,Yes,No
General,guided_recon_1,Partial,Yes,No
General,guided_recon_121,Partial,Yes,No
General,guided_recon_122,Partial,Yes,No
General,guided_view,Partial,Yes,No
General,hackertarget,Partial,Yes,No
General,hackertarget_1,Partial,Yes,No
General,hackertarget_3,Partial,Yes,No
General,hakrawler,Partial,Yes,No
General,hakrawler_tool,Partial,Yes,No
General,handlers,Partial,Yes,No
General,harness,Partial,Yes,No
General,hashpump,Partial,Yes,No
General,headers,Partial,Yes,No
General,headers_inject,Partial,Yes,No
General,header_checker,Partial,Yes,No
General,health-monitor,Partial,Yes,No
AI,hexstrike-ai-mcp,Partial,Yes,No
General,hexstrike_mcp,Partial,Yes,No
General,hexstrike_server,Partial,Yes,No
General,hidden_discovery,Partial,Yes,No
General,hitl,Partial,Yes,No
General,hitl_context,Partial,Yes,No
General,hitl_middleware,Partial,Yes,No
General,holder,Partial,Yes,No
General,host_header_reset_poisoning,Partial,Yes,No
General,HTB_challenge_Template,Partial,Yes,No
Web Enumeration,http,Partial,Yes,No
Web Enumeration,http-framework-test,Partial,Yes,No
Web Enumeration,httpbinorg__20260515_233823,Partial,Yes,No
Web Enumeration,HttpMessageFormatter,Partial,Yes,No
Web Enumeration,HTTPMethodAnalyzertest,Partial,Yes,No
Web Enumeration,httpx,Partial,Yes,No
Web Enumeration,httpx_tool,Partial,Yes,No
Web Enumeration,http_clients,Partial,Yes,No
Web Enumeration,http_extractor,Partial,Yes,No
Web Enumeration,http_headers,Complete,Yes,Yes
Web Enumeration,http_test,Partial,Yes,No
General,hudsonrock,Partial,Yes,No
General,hunterio,Partial,Yes,No
General,i18n,Partial,Yes,No
General,idor_authenticated,Partial,Yes,No
General,idor_authz_differential,Partial,Yes,No
General,idor_sequential,Partial,Yes,No
General,impact-exfiltration,Partial,Yes,No
General,index,Partial,Yes,No
General,indexer,Partial,Yes,No
General,index_1,Partial,Yes,No
General,index_10,Partial,Yes,No
General,index_11,Partial,Yes,No
General,index_12,Partial,Yes,No
General,index_13,Partial,Yes,No
General,index_14,Partial,Yes,No
General,index_15,Partial,Yes,No
General,index_16,Partial,Yes,No
General,index_17,Partial,Yes,No
General,index_2,Partial,Yes,No
General,index_3,Partial,Yes,No
General,index_4,Partial,Yes,No
General,index_5,Metadata Only,No,No
General,index_6,Partial,Yes,No
General,index_7,Partial,Yes,No
General,index_8,Partial,Yes,No
General,index_9,Partial,Yes,No
General,index_pipeline_test,Partial,Yes,No
General,inference,Partial,Yes,No
General,inferencetest,Partial,Yes,No
General,info-collect,Partial,Yes,No
General,infrastructure_view,Partial,Yes,No
General,ini,Partial,Yes,No
General,initialize,Partial,Yes,No
General,input-validator,Partial,Yes,No
General,inputFiles,Partial,Yes,No
General,install,Partial,Yes,No
General,install-git-hooks,Partial,Yes,No
General,install-python-package,Partial,Yes,No
General,installation,Partial,Yes,No
General,install_1,Partial,Yes,No
General,INSTALL_2,Partial,Yes,No
General,install_4,Partial,Yes,No
General,install_planner,Partial,Yes,No
General,install_preferences,Partial,Yes,No
General,install_wizard,Partial,Yes,No
General,integration,Partial,Yes,No
General,intelligence_concepts,Partial,Yes,No
General,intelligence_pipeline,Partial,Yes,No
General,intelx,Partial,Yes,No
General,interactive,Partial,Yes,No
General,interrupt,Partial,Yes,No
General,introduction,Partial,Yes,No
General,ipaddr,Partial,Yes,No
General,ipaddr_endpoint,Partial,Yes,No
General,ipnet,Partial,Yes,No
General,ipverse,Partial,Yes,No
General,ip_netblock,Partial,Yes,No
Port Scanning,issue-report,Partial,Yes,No
Port Scanning,issue_importer,Partial,Yes,No
General,jaeles,Partial,Yes,No
General,jarm,Partial,Yes,No
General,jina,Partial,Yes,No
General,js-analysis,Partial,Yes,No
General,jsluice_patterns,Partial,Yes,No
General,js_analyzer,Partial,Yes,No
General,juice-shop,Partial,Yes,No
General,juiceshop,Partial,Yes,No
General,junit_xml,Partial,Yes,No
General,jwt_jku_x5u_ssrf,Partial,Yes,No
General,katana,Partial,Yes,No
General,katana_2,Partial,Yes,No
General,katana_tool,Partial,Yes,No
General,Keygraph_Button,Partial,Yes,No
General,kiterunner,Partial,Yes,No
General,kiterunner_tool,Partial,Yes,No
General,knowledge,Partial,Yes,No
General,knowledge-base,Partial,Yes,No
General,knowledgejs,Partial,Yes,No
General,knowledge_base,Partial,Yes,No
General,knowledge_base_1,Partial,Yes,No
General,known_fqdn,Partial,Yes,No
General,kubernetes_analyzer,Partial,Yes,No
General,langfuse,Partial,Yes,No
General,lark,Partial,Yes,No
General,lateral-movement,Partial,Yes,No
General,layout,Partial,Yes,No
General,ldap-search,Partial,Yes,No
General,ldap_injection,Partial,Yes,No
General,leaked_credentials,Partial,Yes,No
General,leakix,Partial,Yes,No
General,leakix_2,Partial,Yes,No
General,learning_mode,Partial,Yes,No
General,ledger,Partial,Yes,No
General,legacy,Partial,Yes,No
General,LegacyPentestRunner,Partial,Yes,No
General,lei_record,Partial,Yes,No
General,lfi_wordlist,Partial,Yes,No
General,libc-database,Partial,Yes,No
General,library,Partial,Yes,No
General,LICENSE,Partial,Yes,No
General,LICENSE_1,Partial,Yes,No
General,LICENSE_10,Partial,Yes,No
General,LICENSE_12,Partial,Yes,No
General,LICENSE_13,Partial,Yes,No
General,LICENSE_14,Partial,Yes,No
General,LICENSE_2,Partial,Yes,No
General,LICENSE_3,Partial,Yes,No
General,LICENSE_4,Partial,Yes,No
General,LICENSE_6,Partial,Yes,No
General,LICENSE_7,Partial,Yes,No
General,LICENSE_9,Partial,Yes,No
General,linkedin,Partial,Yes,No
General,linpeas,Partial,Yes,No
General,lint,Partial,Yes,No
General,lint_python,Partial,Yes,No
General,listener,Partial,Yes,No
Web Enumeration,listener_http,Partial,Yes,No
General,listener_tcp,Partial,Yes,No
Web Enumeration,listener_websocket,Partial,Yes,No
General,live_capture,Partial,Yes,No
AI,llm,Partial,Yes,No
AI,llm-analysis,Partial,Yes,No
AI,llm-analyzer,Partial,Yes,No
AI,llm-app-redteam,Partial,Yes,No
AI,llm-client,Partial,Yes,No
AI,llm-clienttest,Partial,Yes,No
AI,llm-clienttest_1,Partial,Yes,No
AI,llm-client_1,Partial,Yes,No
AI,llm-redteam,Partial,Yes,No
AI,llm_analysis,Partial,Yes,No
AI,llm_api,Partial,Yes,No
General,load,Partial,Yes,No
General,loader_1,Partial,Yes,No
General,LOCAL-SETUP,Partial,Yes,No
General,local-source-generator,Partial,Yes,No
General,location,Partial,Yes,No
General,locations,Partial,Yes,No
General,location_1,Partial,Yes,No
General,log,Partial,Yes,No
General,log-stream,Partial,Yes,No
General,logger,Partial,Yes,No
General,loggercpython-313,Partial,Yes,No
General,logger_1,Partial,Yes,No
General,logger_2,Partial,Yes,No
General,login-instructions,Partial,Yes,No
General,login-instructions_1,Partial,Yes,No
General,logo,Partial,Yes,No
General,logo_1,Partial,Yes,No
General,logs,Partial,Yes,No
General,lookup-sid,Partial,Yes,No
AI,main,Partial,Yes,No
AI,main_1,Partial,Yes,No
AI,main_10,Partial,Yes,No
AI,main_11,Partial,Yes,No
AI,main_12,Partial,Yes,No
AI,main_14,Partial,Yes,No
AI,main_15,Partial,Yes,No
AI,main_17,Partial,Yes,No
AI,main_18,Partial,Yes,No
AI,main_2,Partial,Yes,No
AI,main_3,Partial,Yes,No
AI,main_4,Partial,Yes,No
AI,main_5,Partial,Yes,No
AI,main_6,Partial,Yes,No
AI,main_7,Partial,Yes,No
AI,main_8,Partial,Yes,No
AI,main_9,Partial,Yes,No
Web Enumeration,main_server_http_redirect,Partial,Yes,No
Web Enumeration,main_server_http_redirect_test,Partial,Yes,No
AI,main_server_tls,Partial,Yes,No
General,Makefile_2,Partial,Yes,No
General,Makefile_3,Partial,Yes,No
General,malicious,Complete,Yes,Yes
General,maltego,Partial,Yes,No
General,malware-analyst,Partial,Yes,No
General,manager_1,Partial,Yes,No
General,manager_2,Partial,Yes,No
General,mapcidr,Partial,Yes,No
General,mapping,Partial,Yes,No
General,markdown,Partial,Yes,No
General,MarkdownRenderer,Partial,Yes,No
General,markdown_agents,Partial,Yes,No
General,markdown_orchestrator_test,Partial,Yes,No
General,markers,Partial,Yes,No
General,marketplace,Partial,Yes,No
Port Scanning,masscan,Partial,Yes,No
Port Scanning,masscan_2,Partial,Yes,No
DNS / Subdomain Enumeration,massdns,Partial,Yes,No
DNS / Subdomain Enumeration,massdns_tool,Partial,Yes,No
General,mass_assignment,Partial,Yes,No
General,match,Partial,Yes,No
General,mcp,Partial,Yes,No
General,mcp-management,Partial,Yes,No
General,mcp-stdio2,Partial,Yes,No
General,mcp_client,Partial,Yes,No
General,mcp_manager,Partial,Yes,No
General,mcp_pent_claude_agent,Partial,Yes,No
General,mcp_reverse_shell,Partial,Yes,No
General,mcp_setup,Partial,Yes,No
General,mcp_tools,Partial,Yes,No
General,mcp_tools_test,Partial,Yes,No
General,memory,Partial,Yes,No
General,memory_compressor,Partial,Yes,No
General,menu,Partial,Yes,No
General,merklemap,Partial,Yes,No
General,message-handlers,Partial,Yes,No
General,meta,Partial,Yes,No
General,meta-cognition,Partial,Yes,No
General,metadata,Metadata Only,No,No
General,metasploit-agent,Partial,Yes,No
General,methodology_engine,Partial,Yes,No
General,metrics,Partial,Yes,No
General,metrics-tracker,Partial,Yes,No
General,metrics_1,Partial,Yes,No
General,mobile_agent,Partial,Yes,No
General,mock_pipelinetest,Partial,Yes,No
General,model-registry,Partial,Yes,No
General,ModelCommand,Partial,Yes,No
General,models,Partial,Yes,No
General,models_1,Partial,Yes,No
General,models_2,Partial,Yes,No
General,models_5,Partial,Yes,No
General,model_manager,Partial,Yes,No
General,modes,Partial,Yes,No
General,MODS,Partial,Yes,No
Port Scanning,module_import,Partial,Yes,No
General,monitor,Partial,Yes,No
General,monitor_1,Partial,Yes,No
General,MSSQLInjection,Partial,Yes,No
General,multi_agent,Partial,Yes,No
General,MULTI_AGENT_EINO,Partial,Yes,No
General,multi_agent_prepare,Partial,Yes,No
General,naabu,Complete,Yes,Yes
General,naabu_tool,Partial,Yes,No
General,namelist,Partial,Yes,No
General,navigator,Partial,Yes,No
Port Scanning,nbtscan,Partial,Yes,No
General,netblock,Partial,Yes,No
General,netblock_1,Partial,Yes,No
General,netdiscover_tool,Partial,Yes,No
General,netexec,Partial,Yes,No
General,netlas,Partial,Yes,No
General,network-recon,Partial,Yes,No
General,networks,Partial,Yes,No
General,network_discovery,Partial,Yes,No
General,nextjs_rsc_rce,Partial,Yes,No
General,next_step_predictor,Partial,Yes,No
General,nikto_2,Partial,Yes,No
General,nikto_tool,Partial,Yes,No
General,nmap-ajp,Partial,Yes,No
General,nmap-cassandra,Partial,Yes,No
General,nmap-cups,Partial,Yes,No
DNS / Subdomain Enumeration,nmap-dns,Partial,Yes,No
General,nmap-finger,Partial,Yes,No
General,nmap-ftp,Partial,Yes,No
Web Enumeration,nmap-http,Partial,Yes,No
General,nmap-imap,Partial,Yes,No
General,nmap-irc,Partial,Yes,No
General,nmap-kerberos,Partial,Yes,No
General,nmap-ldap,Partial,Yes,No
General,nmap-mongodb,Partial,Yes,No
General,nmap-mountd,Partial,Yes,No
General,nmap-msrpc,Partial,Yes,No
General,nmap-mssql,Partial,Yes,No
DNS / Subdomain Enumeration,nmap-multicast-dns,Partial,Yes,No
General,nmap-mysql,Partial,Yes,No
General,nmap-nfs,Partial,Yes,No
General,nmap-nntp,Partial,Yes,No
General,nmap-ntp,Partial,Yes,No
General,nmap-oracle,Partial,Yes,No
General,nmap-pop3,Partial,Yes,No
General,nmap-rdp,Partial,Yes,No
General,nmap-redis,Partial,Yes,No
General,nmap-rmi,Partial,Yes,No
General,nmap-rsync,Partial,Yes,No
General,nmap-sip,Partial,Yes,No
General,nmap-smb,Partial,Yes,No
General,nmap-smtp,Partial,Yes,No
General,nmap-snmp,Partial,Yes,No
General,nmap-ssh,Partial,Yes,No
General,nmap-telnet,Partial,Yes,No
General,nmap-tftp,Partial,Yes,No
General,nmap-vnc,Partial,Yes,No
General,nmap_tool_1,Partial,Yes,No
General,normalization,Partial,Yes,No
General,normalize_streaming_delta_test,Partial,Yes,No
General,normalize_streaming_eof_test,Partial,Yes,No
General,nosql_fuzz,Partial,Yes,No
General,notifications,Partial,Yes,No
General,notify,Partial,Yes,No
General,no_nested_task,Partial,Yes,No
General,nuclei,Complete,Yes,Yes
General,nuclei-agent,Partial,Yes,No
General,nuclei-template-sha,Partial,Yes,No
General,nuclei_2,Partial,Yes,No
General,nuclei_tool,Partial,Yes,No
General,oauth_pkce_downgrade,Partial,Yes,No
General,ollama,Partial,Yes,No
General,ollama_api,Partial,Yes,No
General,one-gadget,Partial,Yes,No
General,onesixtyone,Partial,Yes,No
General,onyphe,Partial,Yes,No
AI,openai,Partial,Yes,No
General,openapi,Partial,Yes,No
General,openapi-discovery-agent,Partial,Yes,No
General,openapi_i18n,Partial,Yes,No
General,openapi_parser,Partial,Yes,No
AI,open_ai,Partial,Yes,No
General,operations_center,Partial,Yes,No
General,opsec-anonymizer,Partial,Yes,No
General,opsec-evasion,Partial,Yes,No
General,options,Partial,Yes,No
General,options_2,Partial,Yes,No
General,oracle-odat,Partial,Yes,No
General,oracle-patator,Partial,Yes,No
Port Scanning,oracle-scanner,Partial,Yes,No
General,oracle-tnscmd,Partial,Yes,No
General,OracleSQLInjection,Partial,Yes,No
General,orchestrator,Metadata Only,No,No
General,orchestrator-plan-execute,Partial,Yes,No
General,orchestrator-supervisor,Partial,Yes,No
General,orchestratortest,Partial,Yes,No
General,orchestrator_instruction,Partial,Yes,No
General,org,Partial,Yes,No
General,orgs,Partial,Yes,No
General,org_1,Partial,Yes,No
General,org_lei,Partial,Yes,No
General,orphan_tool_pruner_middleware,Partial,Yes,No
General,orphan_tool_pruner_middleware_test,Partial,Yes,No
OSINT,osint-collector,Metadata Only,No,No
General,osrframework,Partial,Yes,No
General,otel,Partial,Yes,No
General,outputter,Partial,Yes,No
General,output_parser,Partial,Yes,No
General,package,Partial,Yes,No
General,package-lock,Partial,Yes,No
General,package-lock_1,Partial,Yes,No
General,package_1,Partial,Yes,No
General,package_2,Partial,Yes,No
General,package_4,Partial,Yes,No
General,package_5,Partial,Yes,No
General,parallel,Partial,Yes,No
Port Scanning,parallel_scans,Partial,Yes,No
General,parameter_discovery,Partial,Yes,No
General,parameter_mapper,Partial,Yes,No
General,paramspider,Partial,Yes,No
General,parse,Partial,Yes,No
General,parsers,Partial,Yes,No
General,parser_mixin,Partial,Yes,No
General,parse_test,Partial,Yes,No
General,passive,Partial,Yes,No
General,passivetotal,Partial,Yes,No
General,passive_recon,Partial,Yes,No
General,password_reset_weak,Partial,Yes,No
General,paths,Partial,Yes,No
General,paths_1,Partial,Yes,No
General,path_traversal,Partial,Yes,No
General,payload-crafter,Partial,Yes,No
General,payload_builder,Partial,Yes,No
General,pcap_parser,Partial,Yes,No
General,penetration,Partial,Yes,No
AI,pentest-ai,Partial,Yes,No
General,pentest-mcp-server,Partial,Yes,No
Web Enumeration,PentestGPT-720WebShareName,Partial,Yes,No
General,PentestGPT_design,Partial,Yes,No
AI,pentestGPT_HTB_phonebook_failed,Partial,Yes,No
General,pentestGPT_log_HTB_Precious,Partial,Yes,No
General,pentesting,Partial,Yes,No
General,pentest_agent,Partial,Yes,No
General,pentest_gpt,Partial,Yes,No
General,pentest_gpt_rebuilt,Partial,Yes,No
General,pent_claude_agent_config,Partial,Yes,No
General,permutations_list,Partial,Yes,No
General,permutations_list_short,Partial,Yes,No
General,perplexity,Partial,Yes,No
AI,persistence-maintenance,Partial,Yes,No
General,persistencetest,Partial,Yes,No
General,phishing-operator,Partial,Yes,No
General,pipeline,Metadata Only,No,No
General,pipelines,Partial,Yes,No
General,pipeline_engine,Partial,Yes,No
General,planner,Partial,Yes,No
General,plan_execute_executor,Partial,Yes,No
General,plan_execute_steps_cap,Partial,Yes,No
General,plan_execute_steps_cap_test,Partial,Yes,No
General,plan_execute_text,Partial,Yes,No
General,plan_execute_text_test,Partial,Yes,No
General,playbook,Partial,Yes,No
General,playwright-config-writer,Partial,Yes,No
General,plugin,Partial,Yes,No
General,plugin_1,Partial,Yes,No
General,plugin_10,Partial,Yes,No
General,plugin_11,Partial,Yes,No
General,plugin_12,Partial,Yes,No
General,plugin_2,Partial,Yes,No
General,plugin_3,Partial,Yes,No
General,plugin_4,Partial,Yes,No
General,plugin_5,Partial,Yes,No
General,plugin_6,Partial,Yes,No
General,plugin_7,Partial,Yes,No
General,plugin_8,Partial,Yes,No
General,plugin_center,Partial,Yes,No
General,plugin_loader,Partial,Yes,No
General,plugin_loader_1,Partial,Yes,No
General,plugin_manager,Partial,Yes,No
General,pnpm-workspace,Partial,Yes,No
General,poc_agent,Partial,Yes,No
General,pom,Partial,Yes,No
Port Scanning,portscan,Partial,Yes,No
Port Scanning,portscan-all-tcp-ports,Partial,Yes,No
Port Scanning,portscan-guess-tcp-ports,Partial,Yes,No
Port Scanning,portscan-top-100-udp-ports,Partial,Yes,No
Port Scanning,portscan-top-tcp-ports,Partial,Yes,No
Port Scanning,port_prioritizer,Partial,Yes,No
General,PostgreSQLInjection,Partial,Yes,No
General,postman_parser,Partial,Yes,No
General,pre-commit-config,Partial,Yes,No
General,pre-commit-config_1,Partial,Yes,No
General,pre-recon,Partial,Yes,No
General,pre-recon-code_2,Partial,Yes,No
General,pre-recon-code_3,Partial,Yes,No
General,preflight,Partial,Yes,No
General,preflight-check,Partial,Yes,No
General,print,Partial,Yes,No
General,PRIVACY,Partial,Yes,No
General,privilege-escalation,Partial,Yes,No
General,privilege_escalation_patch,Partial,Yes,No
General,probes,Partial,Yes,No
General,process,Partial,Yes,No
General,process_registry,Partial,Yes,No
General,production,Partial,Yes,No
General,profundis,Partial,Yes,No
General,progress-indicator,Partial,Yes,No
General,progress-manager,Partial,Yes,No
General,project_manager,Partial,Yes,No
General,prompt-manager,Partial,Yes,No
General,prompts,Partial,Yes,No
General,prompt_class_v1,Partial,Yes,No
General,prompt_class_v2,Partial,Yes,No
General,prompt_select,Partial,Yes,No
General,prospeo,Partial,Yes,No
General,protocol_detector,Partial,Yes,No
General,prototype_pollution,Partial,Yes,No
General,proxy_controller,Partial,Yes,No
General,pseudo-source-builder,Partial,Yes,No
General,ptt_reasoning,Partial,Yes,No
General,pugrecon,Partial,Yes,No
General,PULL_REQUEST_TEMPLATE,Partial,Yes,No
General,PULL_REQUEST_TEMPLATE_2,Partial,Yes,No
DNS / Subdomain Enumeration,puredns,Partial,Yes,No
DNS / Subdomain Enumeration,puredns_tool,Partial,Yes,No
General,pure_go,Partial,Yes,No
General,pwninit,Partial,Yes,No
General,pyproject,Partial,Yes,No
General,pyproject_2,Partial,Yes,No
General,pyproject_4,Partial,Yes,No
General,pyproject_5,Partial,Yes,No
General,pyshark_engine,Partial,Yes,No
General,pythonorg_headers_20241216_000049,Partial,Yes,No
DNS / Subdomain Enumeration,pythonorg_subdomains_20241215_235829,Partial,Yes,No
General,quake,Partial,Yes,No
General,quake_search,Partial,Yes,No
General,queue,Partial,Yes,No
General,queue-validator,Partial,Yes,No
General,quick_action_bar,Partial,Yes,No
General,race_condition,Partial,Yes,No
General,radare2,Partial,Yes,No
General,ranger,Partial,Yes,No
DNS / Subdomain Enumeration,rapiddns,Partial,Yes,No
DNS / Subdomain Enumeration,rapiddns_2,Partial,Yes,No
General,ratelimit_test,Partial,Yes,No
General,rdap,Partial,Yes,No
General,reactive-verifier,Partial,Yes,No
General,README,Partial,Yes,No
General,READMEzh-CN,Partial,Yes,No
General,README_1,Partial,Yes,No
General,README_10,Partial,Yes,No
General,README_11,Partial,Yes,No
General,README_12,Partial,Yes,No
General,README_13,Partial,Yes,No
General,README_14,Partial,Yes,No
General,README_15,Partial,Yes,No
General,README_16,Partial,Yes,No
General,README_17,Partial,Yes,No
General,README_18,Partial,Yes,No
General,README_2,Partial,Yes,No
General,README_20,Partial,Yes,No
General,README_23,Partial,Yes,No
General,README_24,Partial,Yes,No
General,README_25,Partial,Yes,No
General,README_26,Partial,Yes,No
General,README_27,Partial,Yes,No
General,README_3,Partial,Yes,No
General,README_31,Partial,Yes,No
General,README_32,Partial,Yes,No
General,README_33,Partial,Yes,No
General,README_34,Partial,Yes,No
General,README_35,Partial,Yes,No
General,README_36,Partial,Yes,No
General,README_38,Partial,Yes,No
General,README_39,Partial,Yes,No
General,README_4,Partial,Yes,No
General,README_40,Partial,Yes,No
General,README_41,Partial,Yes,No
General,README_42,Partial,Yes,No
General,README_43,Partial,Yes,No
General,README_44,Partial,Yes,No
General,README_45,Partial,Yes,No
General,README_47,Partial,Yes,No
General,README_48,Partial,Yes,No
General,README_49,Partial,Yes,No
General,README_5,Partial,Yes,No
General,README_50,Partial,Yes,No
General,README_51,Partial,Yes,No
General,README_52,Partial,Yes,No
General,README_53,Partial,Yes,No
General,README_54,Partial,Yes,No
General,README_55,Partial,Yes,No
General,README_57,Partial,Yes,No
General,README_58,Partial,Yes,No
General,README_6,Partial,Yes,No
General,README_7,Partial,Yes,No
General,README_8,Partial,Yes,No
General,README_9,Partial,Yes,No
General,README_CN,Partial,Yes,No
General,README_CN_1,Partial,Yes,No
General,README_CN_2,Partial,Yes,No
General,README_CN_3,Partial,Yes,No
General,README_EN,Partial,Yes,No
General,realdemo,Partial,Yes,No
General,realdemo-paced,Partial,Yes,No
General,reasoning_trace,Partial,Yes,No
General,reasoning_trace_test,Partial,Yes,No
General,recommend,Partial,Yes,No
General,recommendation_engine,Partial,Yes,No
General,recommendation_engine_1,Partial,Yes,No
General,recon,Partial,Yes,No
General,recon-advisor,Partial,Yes,No
Cloud,reconcloud,Metadata Only,No,No
General,reconeer,Partial,Yes,No
General,reconftw,Partial,Yes,No
General,reconftw_1,Partial,Yes,No
General,reconftw_full,Partial,Yes,No
General,reconftw_prox_deploy,Partial,Yes,No
General,reconftw_quick,Partial,Yes,No
General,reconftw_stealth,Partial,Yes,No
General,reconx,Metadata Only,No,No
General,reconx_engine,Partial,Yes,No
General,recon_2,Partial,Yes,No
General,recon_3,Partial,Yes,No
General,recon_agent,Partial,Yes,No
General,recon_strategy,Partial,Yes,No
General,recorder,Partial,Yes,No
General,redhuntlabs,Partial,Yes,No
General,redirect-host-discovery,Partial,Yes,No
General,redis-cli,Partial,Yes,No
General,REFERENCE,Partial,Yes,No
General,reflected_xss,Partial,Yes,No
General,registry,Partial,Yes,No
General,registry_1,Partial,Yes,No
General,registry_121,Partial,Yes,No
General,registry_122,Partial,Yes,No
General,registry_123,Partial,Yes,No
General,registry_181,Partial,Yes,No
General,registry_182,Partial,Yes,No
General,registry_2,Partial,Yes,No
