Repository,Location,Language,Status,Entry Point,Integration Type,Notes
workspaces,plugins\cloud_security\workspaces,Python,Metadata Only,,Plugin,
zh-CN,plugins\cloud_security\zh-CN,Python,Metadata Only,,Plugin,
_10,plugins\cloud_security\_10,Python,Metadata Only,,Plugin,
__init___119,plugins\cloud_security\__init___119,Python,Metadata Only,,Plugin,
__init___26,plugins\cloud_security\__init___26,Python,Metadata Only,,Plugin,
__init___78,plugins\cloud_security\__init___78,Python,Metadata Only,,Plugin,
common,plugins\ctf_automation\common,Python,Metadata Only,,Plugin,
hashpump,plugins\ctf_automation\hashpump,Python,Metadata Only,,Plugin,
libc-database,plugins\ctf_automation\libc-database,Python,Metadata Only,,Plugin,
linpeas,plugins\ctf_automation\linpeas,Python,Metadata Only,,Plugin,
one-gadget,plugins\ctf_automation\one-gadget,Python,Metadata Only,,Plugin,
output_parser,plugins\ctf_automation\output_parser,Python,Metadata Only,,Plugin,
pwninit,plugins\ctf_automation\pwninit,Python,Metadata Only,,Plugin,
README_31,plugins\ctf_automation\README_31,Python,Metadata Only,,Plugin,
score_juiceshop,plugins\ctf_automation\score_juiceshop,Python,Metadata Only,,Plugin,
steghide,plugins\ctf_automation\steghide,Python,Metadata Only,,Plugin,
test_session,plugins\ctf_automation\test_session,Python,Metadata Only,,Plugin,
zsteg,plugins\ctf_automation\zsteg,Python,Metadata Only,,Plugin,
__init___219,plugins\ctf_automation\__init___219,Python,Metadata Only,,Plugin,
AGENT-GUIDE,plugins\exploitation\AGENT-GUIDE,Python,Metadata Only,,Plugin,
agents,plugins\exploitation\agents,Python,Metadata Only,,Plugin,
agent_mode_controller,plugins\exploitation\agent_mode_controller,Python,Metadata Only,,Plugin,
attackchain_1,plugins\exploitation\attackchain_1,Python,Metadata Only,,Plugin,
balanced-active-scan,plugins\exploitation\balanced-active-scan,Python,Metadata Only,,Plugin,
BigQueryInjection,plugins\exploitation\BigQueryInjection,Python,Metadata Only,,Plugin,
cache,plugins\exploitation\cache,Python,Metadata Only,,Plugin,
CassandraInjection,plugins\exploitation\CassandraInjection,Python,Metadata Only,,Plugin,
checkpoint-provider,plugins\exploitation\checkpoint-provider,Python,Metadata Only,,Plugin,
common,plugins\exploitation\common,Python,Metadata Only,,Plugin,
concurrency,plugins\exploitation\concurrency,Python,Metadata Only,,Plugin,
constants,plugins\exploitation\constants,Python,Metadata Only,,Plugin,
container,plugins\exploitation\container,Python,Metadata Only,,Plugin,
context,plugins\exploitation\context,Python,Metadata Only,,Plugin,
conversation_1,plugins\exploitation\conversation_1,Python,Metadata Only,,Plugin,
cve_mapper,plugins\exploitation\cve_mapper,Python,Metadata Only,,Plugin,
cvss,plugins\exploitation\cvss,Python,Metadata Only,,Plugin,
database,plugins\exploitation\database,Python,Metadata Only,,Plugin,
DB2Injection,plugins\exploitation\DB2Injection,Python,Metadata Only,,Plugin,
db_1,plugins\exploitation\db_1,Python,Metadata Only,,Plugin,
db_test,plugins\exploitation\db_test,Python,Metadata Only,,Plugin,
deliverables,plugins\exploitation\deliverables,Python,Metadata Only,,Plugin,
detection_agent,plugins\exploitation\detection_agent,Python,Metadata Only,,Plugin,
eino_adk_run_loop,plugins\exploitation\eino_adk_run_loop,Python,Metadata Only,,Plugin,
eino_meta_test,plugins\exploitation\eino_meta_test,Python,Metadata Only,,Plugin,
eino_retriever_adapter,plugins\exploitation\eino_retriever_adapter,Python,Metadata Only,,Plugin,
eino_retrieve_chain,plugins\exploitation\eino_retrieve_chain,Python,Metadata Only,,Plugin,
eino_sqlite_indexer,plugins\exploitation\eino_sqlite_indexer,Python,Metadata Only,,Plugin,
endpoint-prober,plugins\exploitation\endpoint-prober,Python,Metadata Only,,Plugin,
ErrorPatternAnalyzer,plugins\exploitation\ErrorPatternAnalyzer,Python,Metadata Only,,Plugin,
exploit-auth_1,plugins\exploitation\exploit-auth_1,Python,Metadata Only,,Plugin,
exploit-auth_3,plugins\exploitation\exploit-auth_3,Python,Metadata Only,,Plugin,
exploit-injection_1,plugins\exploitation\exploit-injection_1,Python,Metadata Only,,Plugin,
exploit-injection_3,plugins\exploitation\exploit-injection_3,Python,Metadata Only,,Plugin,
exploit-ssrf_1,plugins\exploitation\exploit-ssrf_1,Python,Metadata Only,,Plugin,
exploit-ssrf_3,plugins\exploitation\exploit-ssrf_3,Python,Metadata Only,,Plugin,
exploit-xss_1,plugins\exploitation\exploit-xss_1,Python,Metadata Only,,Plugin,
exploit-xss_3,plugins\exploitation\exploit-xss_3,Python,Metadata Only,,Plugin,
exploitation-checker,plugins\exploitation\exploitation-checker,Python,Metadata Only,,Plugin,
export,plugins\exploitation\export,Python,Metadata Only,,Plugin,
export-metrics,plugins\exploitation\export-metrics,Python,Metadata Only,,Plugin,
finalizers,plugins\exploitation\finalizers,Python,Metadata Only,,Plugin,
findings,plugins\exploitation\findings,Python,Metadata Only,,Plugin,
FINDINGS-DB,plugins\exploitation\FINDINGS-DB,Python,Metadata Only,,Plugin,
findings-provider,plugins\exploitation\findings-provider,Python,Metadata Only,,Plugin,
findings-renderer,plugins\exploitation\findings-renderer,Python,Metadata Only,,Plugin,
generators,plugins\exploitation\generators,Python,Metadata Only,,Plugin,
gowitness,plugins\exploitation\gowitness,Python,Metadata Only,,Plugin,
Hackable2_3,plugins\exploitation\Hackable2_3,Python,Metadata Only,,Plugin,
handoff,plugins\exploitation\handoff,Python,Metadata Only,,Plugin,
index_3,plugins\exploitation\index_3,Python,Metadata Only,,Plugin,
index_pipeline,plugins\exploitation\index_pipeline,Python,Metadata Only,,Plugin,
Kioptrix_level_1,plugins\exploitation\Kioptrix_level_1,Python,Metadata Only,,Plugin,
listener_http_test,plugins\exploitation\listener_http_test,Python,Metadata Only,,Plugin,
manager,plugins\exploitation\manager,Python,Metadata Only,,Plugin,
manager_start_test,plugins\exploitation\manager_start_test,Python,Metadata Only,,Plugin,
menu_system,plugins\exploitation\menu_system,Python,Metadata Only,,Plugin,
metasploit,plugins\exploitation\metasploit,Python,Metadata Only,,Plugin,
metasploit_aux,plugins\exploitation\metasploit_aux,Python,Metadata Only,,Plugin,
metatron,plugins\exploitation\metatron,Python,Metadata Only,,Plugin,
metrics-tracker,plugins\exploitation\metrics-tracker,Python,Metadata Only,,Plugin,
migrate,plugins\exploitation\migrate,Python,Metadata Only,,Plugin,
net-recon-agent,plugins\exploitation\net-recon-agent,Python,Metadata Only,,Plugin,
nikto,plugins\exploitation\nikto,Python,Metadata Only,,Plugin,
nmap-distccd,plugins\exploitation\nmap-distccd,Python,Metadata Only,,Plugin,
nmap_2,plugins\exploitation\nmap_2,Python,Metadata Only,,Plugin,
notification,plugins\exploitation\notification,Python,Metadata Only,,Plugin,
output-formatter,plugins\exploitation\output-formatter,Python,Metadata Only,,Plugin,
output-formatters,plugins\exploitation\output-formatters,Python,Metadata Only,,Plugin,
payloads,plugins\exploitation\payloads,Python,Metadata Only,,Plugin,
pentestTarget,plugins\exploitation\pentestTarget,Python,Metadata Only,,Plugin,
pipeline,plugins\exploitation\pipeline,Python,Metadata Only,,Plugin,
primitives,plugins\exploitation\primitives,Python,Metadata Only,,Plugin,
prompt_class,plugins\exploitation\prompt_class,Python,Metadata Only,,Plugin,
pwntools,plugins\exploitation\pwntools,Python,Metadata Only,,Plugin,
query-execution-result,plugins\exploitation\query-execution-result,Python,Metadata Only,,Plugin,
queue-schemas,plugins\exploitation\queue-schemas,Python,Metadata Only,,Plugin,
queue-validation,plugins\exploitation\queue-validation,Python,Metadata Only,,Plugin,
report-executive,plugins\exploitation\report-executive,Python,Metadata Only,,Plugin,
report-executive_3,plugins\exploitation\report-executive_3,Python,Metadata Only,,Plugin,
report-generator,plugins\exploitation\report-generator,Python,Metadata Only,,Plugin,
reporting,plugins\exploitation\reporting,Python,Metadata Only,,Plugin,
requester,plugins\exploitation\requester,Python,Metadata Only,,Plugin,
requestercpython-313,plugins\exploitation\requestercpython-313,Python,Metadata Only,,Plugin,
retriever,plugins\exploitation\retriever,Python,Metadata Only,,Plugin,
schema,plugins\exploitation\schema,Python,Metadata Only,,Plugin,
schema_migrate,plugins\exploitation\schema_migrate,Python,Metadata Only,,Plugin,
session-manager,plugins\exploitation\session-manager,Python,Metadata Only,,Plugin,
settings-writer,plugins\exploitation\settings-writer,Python,Metadata Only,,Plugin,
SKILL_10,plugins\exploitation\SKILL_10,Python,Metadata Only,,Plugin,
SKILL_15,plugins\exploitation\SKILL_15,Python,Metadata Only,,Plugin,
SKILL_21,plugins\exploitation\SKILL_21,Python,Metadata Only,,Plugin,
target,plugins\exploitation\target,Python,Metadata Only,,Plugin,
task,plugins\exploitation\task,Python,Metadata Only,,Plugin,
test_aup_consent,plugins\exploitation\test_aup_consent,Python,Metadata Only,,Plugin,
test_benchmark_registry,plugins\exploitation\test_benchmark_registry,Python,Metadata Only,,Plugin,
test_chain_dedup,plugins\exploitation\test_chain_dedup,Python,Metadata Only,,Plugin,
test_chain_validation,plugins\exploitation\test_chain_validation,Python,Metadata Only,,Plugin,
test_cve_db,plugins\exploitation\test_cve_db,Python,Metadata Only,,Plugin,
test_cvss,plugins\exploitation\test_cvss,Python,Metadata Only,,Plugin,
test_diff,plugins\exploitation\test_diff,Python,Metadata Only,,Plugin,
test_findings,plugins\exploitation\test_findings,Python,Metadata Only,,Plugin,
test_findings_db_reaper,plugins\exploitation\test_findings_db_reaper,Python,Metadata Only,,Plugin,
test_findings_db_reconciler,plugins\exploitation\test_findings_db_reconciler,Python,Metadata Only,,Plugin,
test_handler_finalizers,plugins\exploitation\test_handler_finalizers,Python,Metadata Only,,Plugin,
test_intensity_safe,plugins\exploitation\test_intensity_safe,Python,Metadata Only,,Plugin,
test_orchestrator,plugins\exploitation\test_orchestrator,Python,Metadata Only,,Plugin,
test_probe_cookie_prefix_bypass,plugins\exploitation\test_probe_cookie_prefix_bypass,Python,Metadata Only,,Plugin,
test_probe_jwt_jku_x5u_ssrf,plugins\exploitation\test_probe_jwt_jku_x5u_ssrf,Python,Metadata Only,,Plugin,
test_probe_nextjs_rsc_rce,plugins\exploitation\test_probe_nextjs_rsc_rce,Python,Metadata Only,,Plugin,
test_probe_saml_xsw,plugins\exploitation\test_probe_saml_xsw,Python,Metadata Only,,Plugin,
test_probe_sqli_login_bypass,plugins\exploitation\test_probe_sqli_login_bypass,Python,Metadata Only,,Plugin,
test_sarif,plugins\exploitation\test_sarif,Python,Metadata Only,,Plugin,
test_webhooks,plugins\exploitation\test_webhooks,Python,Metadata Only,,Plugin,
tls-analyzer,plugins\exploitation\tls-analyzer,Python,Metadata Only,,Plugin,
TOKEN-OPTIMIZATION,plugins\exploitation\TOKEN-OPTIMIZATION,Python,Metadata Only,,Plugin,
tool,plugins\exploitation\tool,Python,Metadata Only,,Plugin,
types_5,plugins\exploitation\types_5,Python,Metadata Only,,Plugin,
vuln-authz_3,plugins\exploitation\vuln-authz_3,Python,Metadata Only,,Plugin,
vuln-injection_3,plugins\exploitation\vuln-injection_3,Python,Metadata Only,,Plugin,
vuln-mapper,plugins\exploitation\vuln-mapper,Python,Metadata Only,,Plugin,
vuln-mappertest,plugins\exploitation\vuln-mappertest,Python,Metadata Only,,Plugin,
vuln-ssrf_1,plugins\exploitation\vuln-ssrf_1,Python,Metadata Only,,Plugin,
vuln-xss_1,plugins\exploitation\vuln-xss_1,Python,Metadata Only,,Plugin,
vuln-xss_3,plugins\exploitation\vuln-xss_3,Python,Metadata Only,,Plugin,
worker,plugins\exploitation\worker,Python,Metadata Only,,Plugin,
working_memory,plugins\exploitation\working_memory,Python,Metadata Only,,Plugin,
xsser,plugins\exploitation\xsser,Python,Metadata Only,,Plugin,
_exploit-scope,plugins\exploitation\_exploit-scope,Python,Metadata Only,,Plugin,
_exploit-scope_1,plugins\exploitation\_exploit-scope_1,Python,Metadata Only,,Plugin,
_vuln-scope,plugins\exploitation\_vuln-scope,Python,Metadata Only,,Plugin,
_vuln-scope_1,plugins\exploitation\_vuln-scope_1,Python,Metadata Only,,Plugin,
active,plugins\infrastructure\active,Python,Metadata Only,,Plugin,
active_test,plugins\infrastructure\active_test,Python,Metadata Only,,Plugin,
auth,plugins\infrastructure\auth,Python,Metadata Only,,Plugin,
auth_manager,plugins\infrastructure\auth_manager,Python,Metadata Only,,Plugin,
basic_scan,plugins\infrastructure\basic_scan,Python,Metadata Only,,Plugin,
beacon_host,plugins\infrastructure\beacon_host,Python,Metadata Only,,Plugin,
brute,plugins\infrastructure\brute,Python,Metadata Only,,Plugin,
bruteforce-ftp,plugins\infrastructure\bruteforce-ftp,Python,Metadata Only,,Plugin,
bruteforce-http,plugins\infrastructure\bruteforce-http,Python,Metadata Only,,Plugin,
bruteforce-rdp,plugins\infrastructure\bruteforce-rdp,Python,Metadata Only,,Plugin,
bruteforce-smb,plugins\infrastructure\bruteforce-smb,Python,Metadata Only,,Plugin,
bruteforce-ssh,plugins\infrastructure\bruteforce-ssh,Python,Metadata Only,,Plugin,
brute_test,plugins\infrastructure\brute_test,Python,Metadata Only,,Plugin,
cgo_specific,plugins\infrastructure\cgo_specific,Python,Metadata Only,,Plugin,
check-env,plugins\infrastructure\check-env,Python,Metadata Only,,Plugin,
client_2,plugins\infrastructure\client_2,Python,Metadata Only,,Plugin,
client_sdk,plugins\infrastructure\client_sdk,Python,Metadata Only,,Plugin,
codeclimate,plugins\infrastructure\codeclimate,Python,Metadata Only,,Plugin,
common,plugins\infrastructure\common,Python,Metadata Only,,Plugin,
config_2,plugins\infrastructure\config_2,Python,Metadata Only,,Plugin,
config_4,plugins\infrastructure\config_4,Python,Metadata Only,,Plugin,
curl-known-security,plugins\infrastructure\curl-known-security,Python,Metadata Only,,Plugin,
curl-robots,plugins\infrastructure\curl-robots,Python,Metadata Only,,Plugin,
CyberStrikeAIClient1,plugins\infrastructure\CyberStrikeAIClient1,Python,Metadata Only,,Plugin,
datasrcs_test,plugins\infrastructure\datasrcs_test,Python,Metadata Only,,Plugin,
deepsource,plugins\infrastructure\deepsource,Python,Metadata Only,,Plugin,
dependabot_2,plugins\infrastructure\dependabot_2,Python,Metadata Only,,Plugin,
eino_retrieve_chain_test,plugins\infrastructure\eino_retrieve_chain_test,Python,Metadata Only,,Plugin,
entrypoint_1,plugins\infrastructure\entrypoint_1,Python,Metadata Only,,Plugin,
enum4linux,plugins\infrastructure\enum4linux,Python,Metadata Only,,Plugin,
env,plugins\infrastructure\env,Python,Metadata Only,,Plugin,
envexpand,plugins\infrastructure\envexpand,Python,Metadata Only,,Plugin,
env_1,plugins\infrastructure\env_1,Python,Metadata Only,,Plugin,
error,plugins\infrastructure\error,Python,Metadata Only,,Plugin,
eslintconfig,plugins\infrastructure\eslintconfig,Python,Metadata Only,,Plugin,
execute-python-script,plugins\infrastructure\execute-python-script,Python,Metadata Only,,Plugin,
external_manager,plugins\infrastructure\external_manager,Python,Metadata Only,,Plugin,
external_manager_test,plugins\infrastructure\external_manager_test,Python,Metadata Only,,Plugin,
external_mcp,plugins\infrastructure\external_mcp,Python,Metadata Only,,Plugin,
falco,plugins\infrastructure\falco,Python,Metadata Only,,Plugin,
generate-totp,plugins\infrastructure\generate-totp,Python,Metadata Only,,Plugin,
get-arch,plugins\infrastructure\get-arch,Python,Metadata Only,,Plugin,
gitleaks,plugins\infrastructure\gitleaks,Python,Metadata Only,,Plugin,
goreleaser,plugins\infrastructure\goreleaser,Python,Metadata Only,,Plugin,
home,plugins\infrastructure\home,Python,Metadata Only,,Plugin,
index_14,plugins\infrastructure\index_14,Python,Metadata Only,,Plugin,
index_7,plugins\infrastructure\index_7,Python,Metadata Only,,Plugin,
install-python-package,plugins\infrastructure\install-python-package,Python,Metadata Only,,Plugin,
issue_importer,plugins\infrastructure\issue_importer,Python,Metadata Only,,Plugin,
jaeles,plugins\infrastructure\jaeles,Python,Metadata Only,,Plugin,
ldap-search,plugins\infrastructure\ldap-search,Python,Metadata Only,,Plugin,
lint,plugins\infrastructure\lint,Python,Metadata Only,,Plugin,
logger,plugins\infrastructure\logger,Python,Metadata Only,,Plugin,
loggercpython-313,plugins\infrastructure\loggercpython-313,Python,Metadata Only,,Plugin,
logger_2,plugins\infrastructure\logger_2,Python,Metadata Only,,Plugin,
lookup-sid,plugins\infrastructure\lookup-sid,Python,Metadata Only,,Plugin,
main_14,plugins\infrastructure\main_14,Python,Metadata Only,,Plugin,
main_15,plugins\infrastructure\main_15,Python,Metadata Only,,Plugin,
main_server_http_redirect,plugins\infrastructure\main_server_http_redirect,Python,Metadata Only,,Plugin,
main_server_http_redirect_test,plugins\infrastructure\main_server_http_redirect_test,Python,Metadata Only,,Plugin,
mcp_reverse_shell,plugins\infrastructure\mcp_reverse_shell,Python,Metadata Only,,Plugin,
meta,plugins\infrastructure\meta,Python,Metadata Only,,Plugin,
nbtscan,plugins\infrastructure\nbtscan,Python,Metadata Only,,Plugin,
nikto,plugins\infrastructure\nikto,Python,Metadata Only,,Plugin,
nmap-finger,plugins\infrastructure\nmap-finger,Python,Metadata Only,,Plugin,
nmap-kerberos,plugins\infrastructure\nmap-kerberos,Python,Metadata Only,,Plugin,
nmap-msrpc,plugins\infrastructure\nmap-msrpc,Python,Metadata Only,,Plugin,
nmap-nntp,plugins\infrastructure\nmap-nntp,Python,Metadata Only,,Plugin,
nmap-redis,plugins\infrastructure\nmap-redis,Python,Metadata Only,,Plugin,
nmap-rmi,plugins\infrastructure\nmap-rmi,Python,Metadata Only,,Plugin,
nmap-sip,plugins\infrastructure\nmap-sip,Python,Metadata Only,,Plugin,
nmap-ssh,plugins\infrastructure\nmap-ssh,Python,Metadata Only,,Plugin,
nmap-telnet,plugins\infrastructure\nmap-telnet,Python,Metadata Only,,Plugin,
nmap-tftp,plugins\infrastructure\nmap-tftp,Python,Metadata Only,,Plugin,
nmap_tool_1,plugins\infrastructure\nmap_tool_1,Python,Metadata Only,,Plugin,
onesixtyone,plugins\infrastructure\onesixtyone,Python,Metadata Only,,Plugin,
oracle-odat,plugins\infrastructure\oracle-odat,Python,Metadata Only,,Plugin,
oracle-scanner,plugins\infrastructure\oracle-scanner,Python,Metadata Only,,Plugin,
oracle-tnscmd,plugins\infrastructure\oracle-tnscmd,Python,Metadata Only,,Plugin,
parallel_scans,plugins\infrastructure\parallel_scans,Python,Metadata Only,,Plugin,
paths,plugins\infrastructure\paths,Python,Metadata Only,,Plugin,
portscan-top-tcp-ports,plugins\infrastructure\portscan-top-tcp-ports,Python,Metadata Only,,Plugin,
pre-commit-config_1,plugins\infrastructure\pre-commit-config_1,Python,Metadata Only,,Plugin,
process_registry,plugins\infrastructure\process_registry,Python,Metadata Only,,Plugin,
pyproject_5,plugins\infrastructure\pyproject_5,Python,Metadata Only,,Plugin,
README_CN,plugins\infrastructure\README_CN,Python,Metadata Only,,Plugin,
README_CN_2,plugins\infrastructure\README_CN_2,Python,Metadata Only,,Plugin,
reconFTW,plugins\infrastructure\reconFTW,Python,Metadata Only,,Plugin,
